"Construction Statistics from Approved Building Permits"

"Year","Period","Geolocation","Total Number","Total Floor area","Total Value","Residential Number","Residential Floor area","Residential Value","Non-residential Number","Non-residential Floor area","Non-residential Value","Additions Number","Additions Floor area","Additions Value","Alterations/Repairs/Renovations Number","Alterations/Repairs/Renovations Floor area","Alterations/Repairs/Renovations Value","Demolitions Number","Demolitions Floor area","Demolitions Value","Street furnitures... Number","Street furnitures... Floor area","Street furnitures... Value"
"2010","Quarter 1","..Region XII (SOCCSKSARGEN)",620,78292,459301,411,30302,185050,115,45265,240224,23,2725,13543,71,..,20483,3,..,1360,2,..,129
"2010","Quarter 1","..Region XIII (Caraga)",541,52633,311619,431,29151,141243,76,22422,150723,13,1060,4891,21,..,14760,..,..,..,2,..,389
"2010","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",58,5678,24525,51,5583,21914,5,95,1797,..,..,..,2,..,814,..,..,..,4,..,497
"2010","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2010","Quarter 2","PHILIPPINES",30445,5866260,51121743,23627,3159619,26381640,3282,2529536,21221050,1285,177105,1352633,2251,..,2166419,78,..,21281,317,..,219022
"2010","Quarter 2","..National Capital Region (NCR)",3652,2434583,25306464,2062,1168462,12172010,454,1207231,11134623,233,58890,608471,903,..,1391359,64,..,4716,55,..,76870
"2010","Quarter 2","..Cordillera Administrative Region (CAR)",305,82549,962679,238,37659,320210,43,42988,622869,15,1902,10832,9,..,8767,..,..,..,2,..,1296
"2010","Quarter 2","..Region I (Ilocos Region)",1792,188620,1378171,1455,133651,928069,244,52400,388515,37,2569,17192,56,..,44393,..,..,..,79,..,44588
"2010","Quarter 2","..Region II (Cagayan Valley)",791,106512,566885,628,44622,272104,72,60844,267992,15,1046,6352,76,..,20435,2,..,38,..,..,..
"2010","Quarter 2","..Region III (Central Luzon)",3117,460309,3660812,2343,284992,2085789,356,161336,1328628,99,13981,71084,319,..,175309,1,..,661,33,..,10254
"2010","Quarter 2","..Region IV-A (CALABARZON)",10172,1079045,8450759,8640,782858,5905432,550,251350,1995015,629,44837,346837,353,..,203474,2,..,18,69,..,24738
"2010","Quarter 2","..MIMAROPA Region",364,60373,500027,271,36080,264252,82,23684,227202,6,609,7102,5,..,1469,..,..,..,..,..,..
"2010","Quarter 2","..Region V (Bicol Region)",529,80112,587188,386,45696,276429,96,33904,280129,7,512,4393,40,..,26235,..,..,..,..,..,..
"2010","Quarter 2","..Region VI (Western Visayas)",861,215379,1788258,656,92965,716333,145,119269,1011361,19,3145,15672,41,..,44891,5,..,10957,30,..,10945
"2010","Quarter 2","..Region VII (Central Visayas)",3026,494105,3713686,2394,222299,1559800,363,263070,1965012,51,8736,69752,218,..,119121,..,..,..,29,..,26172
"2010","Quarter 2","..Region VIII (Eastern Visayas)",527,66728,509975,366,37557,270416,93,22094,163281,14,7077,36502,54,..,39775,1,..,50,6,..,947
"2010","Quarter 2","..Region IX (Zamboanga Peninsula)",406,28142,120289,359,19670,76495,41,8114,40448,4,358,2105,2,..,1240,..,..,..,..,..,..
"2010","Quarter 2","..Region X (Northern Mindanao)",1871,146213,831870,1668,80352,453436,160,63590,360077,28,2271,11399,15,..,6956,..,..,..,4,..,779
"2010","Quarter 2","..Region XI (Davao Region)",1860,280192,1859787,1316,107773,731258,361,161052,1023248,77,11367,57683,106,..,47596,..,..,..,6,..,663
"2010","Quarter 2","..Region XII (SOCCSKSARGEN)",463,79411,539679,280,27804,170077,125,32721,260750,29,18886,83834,29,..,25017,2,..,4789,2,..,1413
"2010","Quarter 2","..Region XIII (Caraga)",663,59824,326111,531,33875,166921,93,25129,146315,16,820,3078,23,..,9796,1,..,50,2,..,20350
"2010","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",46,4163,19096,34,3304,12600,4,760,5578,6,99,337,2,..,579,..,..,..,..,..,..
"2010","Quarter 2","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2010","Quarter 3","PHILIPPINES",26612,5288560,48917485,19734,3032061,26111451,3493,2068706,19072202,1102,187793,1072218,2283,..,2661612,77,..,9141,280,..,180299
"2010","Quarter 3","..National Capital Region (NCR)",3693,2029706,24351282,1913,1174481,13419998,493,801204,9090451,236,54021,344614,1051,..,1496217,69,..,6829,59,..,43820
"2010","Quarter 3","..Cordillera Administrative Region (CAR)",300,80310,658684,180,33802,285299,75,44078,331830,17,2430,18143,28,..,23411,..,..,..,1,..,1340
"2010","Quarter 3","..Region I (Ilocos Region)",1552,186952,1507743,1204,119388,855199,245,61568,579352,44,5996,38192,59,..,34998,1,..,750,46,..,12258
"2010","Quarter 3","..Region II (Cagayan Valley)",504,78137,459120,374,44671,244771,87,33128,198947,6,338,2616,37,..,12785,..,..,..,..,..,..
"2010","Quarter 3","..Region III (Central Luzon)",2753,464349,3771778,2023,243926,1707171,409,208159,1785748,96,12264,81492,225,..,197366,1,..,50,30,..,27425
"2010","Quarter 3","..Region IV-A (CALABARZON)",6115,861302,6516349,4783,532726,4004516,506,269257,1895468,491,59319,289261,335,..,327103,1,..,330,49,..,31324
"2010","Quarter 3","..MIMAROPA Region",912,98934,689492,808,72050,478123,86,25758,189915,5,1126,7323,13,..,14130,..,..,..,2,..,1110
"2010","Quarter 3","..Region V (Bicol Region)",522,78974,525380,410,52339,323205,65,25870,149779,3,765,6656,44,..,45738,..,..,..,..,..,..
"2010","Quarter 3","..Region VI (Western Visayas)",1212,231864,1934215,945,127955,1018238,192,100405,671904,17,3504,32242,58,..,211829,3,..,20,34,..,25480
"2010","Quarter 3","..Region VII (Central Visayas)",3235,489679,3245945,2597,314115,1760854,477,164152,1324440,37,11412,79563,124,..,81086,..,..,..,19,..,7855
"2010","Quarter 3","..Region VIII (Eastern Visayas)",534,75133,547069,338,38892,269892,105,22724,147440,20,13517,75587,71,..,54149,..,..,..,12,..,1737
"2010","Quarter 3","..Region IX (Zamboanga Peninsula)",353,30998,239097,293,17069,71236,41,13236,161067,8,693,2183,11,..,4609,..,..,..,1,..,20
"2010","Quarter 3","..Region X (Northern Mindanao)",1533,167884,1337694,1301,80484,488850,170,85575,793534,17,1825,11873,45,..,43435,..,..,..,3,..,930
"2010","Quarter 3","..Region XI (Davao Region)",2009,215103,1911574,1579,95771,665370,253,109104,1129169,63,10228,49190,114,..,67843,..,..,..,14,..,5434
"2010","Quarter 3","..Region XII (SOCCSKSARGEN)",629,96308,565652,373,34604,242892,177,52882,259040,25,8822,22730,54,..,40989,1,..,771,4,..,484
"2010","Quarter 3","..Region XIII (Caraga)",688,96036,634068,551,45538,261621,108,49211,360503,15,1287,6024,14,..,5918,1,..,390,5,..,19669
"2010","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",68,6891,22335,62,4250,14207,4,2395,3607,2,246,4520,..,..,..,..,..,..,1,..,1406
"2010","Quarter 3","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2010","Quarter 4","PHILIPPINES",23081,5289640,47978977,16866,3009627,26252781,3123,2133246,18284199,1025,146767,1089183,2067,..,2352812,62,..,4079,233,..,136164
"2010","Quarter 4","..National Capital Region (NCR)",3242,2153807,23549667,1675,1378668,15018152,417,729530,6837571,156,45609,309829,994,..,1384113,54,..,2544,62,..,45175
"2010","Quarter 4","..Cordillera Administrative Region (CAR)",246,58642,504374,166,26088,218785,54,28532,242987,15,4022,33115,11,..,9486,..,..,..,..,..,..
"2010","Quarter 4","..Region I (Ilocos Region)",1409,161681,1173477,1113,105676,740519,201,51456,372244,37,4549,27171,58,..,33542,1,..,502,31,..,13356
"2010","Quarter 4","..Region II (Cagayan Valley)",507,55207,411192,400,30629,210351,66,22909,180568,9,1669,9500,32,..,10771,..,..,..,..,..,..
"2010","Quarter 4","..Region III (Central Luzon)",2314,418161,2900694,1660,230249,1618032,363,179509,1020934,84,8403,38782,207,..,222945,2,..,100,18,..,14736
"2010","Quarter 4","..Region IV-A (CALABARZON)",4817,704377,5386585,3577,468769,3487118,433,205587,1466310,516,30021,232322,291,..,200832,1,..,20,49,..,19979
"2010","Quarter 4","..MIMAROPA Region",421,78754,453866,310,36118,217609,87,39940,207519,9,2696,21579,15,..,7157,..,..,..,2,..,8098
"2010","Quarter 4","..Region V (Bicol Region)",524,86349,530539,388,57219,293888,100,28857,189638,3,273,1929,33,..,45084,..,..,..,..,..,..
"2010","Quarter 4","..Region VI (Western Visayas)",1027,194787,1813581,794,101121,808909,172,92102,866175,13,1564,12252,48,..,126244,..,..,..,28,..,11521
"2010","Quarter 4","..Region VII (Central Visayas)",2947,465696,3352705,2369,267288,1705661,446,195372,1487751,25,3036,30543,107,..,128748,..,..,..,21,..,11700
"2010","Quarter 4","..Region VIII (Eastern Visayas)",474,74380,582207,334,40865,277564,70,21519,141014,13,11996,106249,57,..,57378,..,..,..,6,..,759
"2010","Quarter 4","..Region IX (Zamboanga Peninsula)",523,43242,390389,442,24088,126619,57,17896,245510,11,1258,14077,13,..,4180,..,..,..,..,..,..
"2010","Quarter 4","..Region X (Northern Mindanao)",1415,189152,1185976,1204,85131,534663,147,102666,615662,20,1355,12910,44,..,22739,..,..,..,4,..,2881
"2010","Quarter 4","..Region XI (Davao Region)",1993,335374,3312763,1563,92091,631229,249,220622,2416315,84,22661,194253,97,..,70965,3,..,121,6,..,2722
"2010","Quarter 4","..Region XII (SOCCSKSARGEN)",471,194990,2080646,235,25632,177523,179,165805,1867491,14,3553,12799,43,..,22830,1,..,790,3,..,2167
"2010","Quarter 4","..Region XIII (Caraga)",693,55653,306843,587,35618,170600,74,15933,98716,16,4102,31865,16,..,5661,..,..,..,3,..,3064
"2010","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",58,19388,43465,49,4377,15550,8,15011,27785,..,..,..,1,..,128,..,..,..,..,..,..
"2010","Quarter 4","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2009","Annual","PHILIPPINES",112102,16611190,143529498,84626,10059645,80108885,13280,5918411,51295024,4319,633134,4244883,9877,..,7880704,321,..,101362,1093,..,672204
"2009","Annual","..National Capital Region (NCR)",13866,4762521,53761333,7455,2825223,30662827,1820,1723653,17147366,754,213645,1423277,3837,..,4527862,277,..,55290,213,..,130221
"2009","Annual","..Cordillera Administrative Region (CAR)",881,263834,2188112,666,141538,1168525,136,111768,906673,46,10528,67035,33,..,45877,..,..,..,1,..,815
"2009","Annual","..Region I (Ilocos Region)",6567,789169,5793859,5371,497312,3476474,805,247666,1712698,140,44191,413603,251,..,191082,1,..,12500,278,..,65228
"2009","Annual","..Region II (Cagayan Valley)",2468,273854,1912168,1781,154234,998264,311,108911,776613,115,10709,86224,261,..,51065,3,..,20084,3,..,1891
"2009","Annual","..Region III (Central Luzon)",14535,2017447,14221631,11268,1393774,8758422,1356,571398,4277444,560,52275,377371,1351,..,808393,5,..,2335,159,..,114015
"2009","Annual","..Region IV-A (CALABARZON)",29946,2834944,21793151,23995,1947097,14546944,3234,761844,5858700,1563,126003,874484,1154,..,513021,..,..,..,89,..,100632
"2009","Annual","..MIMAROPA Region",1482,215842,1509225,1081,116356,735891,312,94343,704639,41,5143,29653,48,..,39041,5,..,2593,26,..,8350
"2009","Annual","..Region V (Bicol Region)",2105,360342,2274949,1538,226234,1221241,351,130341,783585,36,3767,26542,180,..,243580,..,..,..,3,..,3603
"2009","Annual","..Region VI (Western Visayas)",4437,760789,7050275,3257,398110,3118083,654,338870,3326494,103,23809,154723,423,..,450973,14,..,172,119,..,43232
"2009","Annual","..Region VII (Central Visayas)",13466,1801327,14478931,11364,1098302,7359783,1293,669618,6674094,123,33407,213081,686,..,231972,..,..,..,64,..,142946
"2009","Annual","..Region VIII (Eastern Visayas)",2233,287930,1943501,1564,160106,1093186,353,118340,678859,68,9484,59708,248,..,111746,..,..,..,48,..,22313
"2009","Annual","..Region IX (Zamboanga Peninsula)",1846,154646,985881,1313,85599,476767,306,58025,430207,106,11022,38422,121,..,40484,1,..,50,1,..,680
"2009","Annual","..Region X (Northern Mindanao)",5054,478253,2890183,4048,297021,1734177,442,170330,997327,127,10902,45184,437,..,113494,1,..,88,16,..,8485
"2009","Annual","..Region XI (Davao Region)",8755,1023026,8802526,6685,455672,3266737,1114,510533,4915326,442,56821,337155,514,..,283308,..,..,..,51,..,18361
"2009","Annual","..Region XII (SOCCSKSARGEN)",1977,345101,2491657,1231,107615,727780,477,223335,1506756,57,14151,79130,212,..,177989,14,..,8246,17,..,7241
"2009","Annual","..Region XIII (Caraga)",2250,220190,1329933,1805,140864,711978,296,72129,549787,32,7197,18695,117,..,49472,..,..,..,5,..,4185
"2009","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",234,21975,102175,204,14588,51797,20,7307,48449,6,80,590,4,..,1337,..,..,..,..,..,..
"2009","Annual","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2009","Quarter 1","PHILIPPINES",26654,3808671,30150764,18934,2352151,17350509,4216,1320351,9906416,1018,136169,903996,2486,..,1989840,97,..,6804,374,..,144830
"2009","Quarter 1","..National Capital Region (NCR)",3429,922145,9509258,1870,568832,5058996,458,302065,2775370,170,51248,389584,931,..,1285306,81,..,2886,59,..,15663
"2009","Quarter 1","..Cordillera Administrative Region (CAR)",232,68338,512481,182,42989,351876,36,24132,141861,7,1217,9754,7,..,8989,..,..,..,1,..,815
"2009","Quarter 1","..Region I (Ilocos Region)",1757,217280,1545235,1426,142647,1003744,212,67384,441915,44,7249,46558,75,..,53017,..,..,..,118,..,16877
"2009","Quarter 1","..Region II (Cagayan Valley)",408,54461,358127,331,31156,223631,64,21844,121509,4,1461,5031,9,..,7955,..,..,..,..,..,..
"2009","Quarter 1","..Region III (Central Luzon)",4073,614862,4202115,3248,410201,2516780,389,191151,1499369,169,13510,62345,267,..,123620,3,..,1035,59,..,33895
"2009","Quarter 1","..Region IV-A (CALABARZON)",6432,586263,4720138,3920,397496,3188051,1745,164521,1254065,386,24246,155996,381,..,122025,..,..,..,15,..,6505
"2009","Quarter 1","..MIMAROPA Region",432,62641,391280,288,32267,195243,109,29438,178928,9,936,3005,26,..,14102,4,..,2593,10,..,2283
"2009","Quarter 1","..Region V (Bicol Region)",540,98298,576316,412,58148,293119,83,39182,236367,11,968,6585,34,..,40244,..,..,..,3,..,3603
"2009","Quarter 1","..Region VI (Western Visayas)",1001,218739,1941699,736,91058,703917,140,119205,1054371,25,8476,64221,100,..,119189,6,..,135,42,..,19866
"2009","Quarter 1","..Region VII (Central Visayas)",3309,446452,2981186,2787,297535,2044904,311,141592,850481,30,7325,44955,181,..,40845,..,..,..,20,..,11263
"2009","Quarter 1","..Region VIII (Eastern Visayas)",519,72433,440998,368,36384,235484,83,33605,170651,17,2444,19199,51,..,15662,..,..,..,15,..,13557
"2009","Quarter 1","..Region IX (Zamboanga Peninsula)",416,29994,172358,298,15309,81383,76,13445,71527,12,1240,7202,30,..,12244,..,..,..,..,..,..
"2009","Quarter 1","..Region X (Northern Mindanao)",1194,94056,567459,942,65995,364107,73,27075,160822,11,986,4708,168,..,37821,1,..,88,5,..,6790
"2009","Quarter 1","..Region XI (Davao Region)",1724,179885,1290169,1252,100059,710542,231,68055,431544,102,11771,68943,139,..,79139,..,..,..,14,..,7882
"2009","Quarter 1","..Region XII (SOCCSKSARGEN)",651,89286,654029,465,30890,231444,117,55689,388398,15,2707,13459,54,..,20728,2,..,65,12,..,5430
"2009","Quarter 1","..Region XIII (Caraga)",468,48438,263779,344,28495,139767,85,19558,112620,6,385,2444,33,..,8947,..,..,..,1,..,396
"2009","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",69,5100,24128,65,2690,7515,4,2410,16612,..,..,..,..,..,..,..,..,..,..,..,..
"2009","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2009","Quarter 2","PHILIPPINES",28726,4314869,35223077,22122,2665941,20164097,3148,1459830,11896794,1162,189098,1379681,2294,..,1782503,94,..,17270,216,..,122793
"2009","Quarter 2","..National Capital Region (NCR)",3125,1198745,12100765,1559,730419,7344452,453,408065,3305161,202,60261,424064,911,..,1027085,82,..,3215,44,..,27242
"2009","Quarter 2","..Cordillera Administrative Region (CAR)",233,66593,595084,178,39147,321259,41,25555,254675,5,1891,12093,9,..,7056,..,..,..,..,..,..
"2009","Quarter 2","..Region I (Ilocos Region)",1763,213718,1632208,1474,128515,889942,199,55684,382799,27,29519,321789,63,..,37676,1,..,12500,67,..,19016
"2009","Quarter 2","..Region II (Cagayan Valley)",779,85591,560196,624,52265,316030,82,31998,214810,20,1328,6037,53,..,23318,..,..,..,1,..,357
"2009","Quarter 2","..Region III (Central Luzon)",3785,540953,3688810,2995,388584,2345948,319,133543,1032424,162,18826,156448,309,..,153987,2,..,1300,32,..,25453
"2009","Quarter 2","..Region IV-A (CALABARZON)",8299,863000,6496448,6950,579769,4154013,645,245785,1987217,490,37446,252735,214,..,102482,..,..,..,10,..,24885
"2009","Quarter 2","..MIMAROPA Region",307,41963,272249,232,24957,171829,62,16457,89431,8,549,3192,5,..,7795,..,..,..,2,..,783
"2009","Quarter 2","..Region V (Bicol Region)",543,86623,589156,385,62523,352372,102,23331,137777,7,769,5434,49,..,93572,..,..,..,..,..,..
"2009","Quarter 2","..Region VI (Western Visayas)",1129,169477,1296627,823,104099,808639,161,56211,362542,38,9167,46568,107,..,78877,3,..,25,21,..,9271
"2009","Quarter 2","..Region VII (Central Visayas)",3262,382631,3238292,2762,227889,1495243,319,150169,1639902,33,4573,51032,148,..,52113,..,..,..,11,..,9060
"2009","Quarter 2","..Region VIII (Eastern Visayas)",589,79171,483576,409,41148,279404,83,34718,160019,21,3305,13118,76,..,31034,..,..,..,13,..,3510
"2009","Quarter 2","..Region IX (Zamboanga Peninsula)",472,37774,189729,354,22574,123852,74,8739,50530,20,6461,10360,24,..,4985,1,..,50,..,..,..
"2009","Quarter 2","..Region X (Northern Mindanao)",1283,143821,823551,971,79846,467938,146,61985,331406,22,1990,9945,144,..,14260,..,..,..,5,..,35
"2009","Quarter 2","..Region XI (Davao Region)",2000,252408,2210596,1523,99527,618186,267,144196,1459582,89,8685,56826,121,..,76001,..,..,..,5,..,1630
"2009","Quarter 2","..Region XII (SOCCSKSARGEN)",451,70207,522474,284,28700,187724,116,39359,268842,11,2148,5695,40,..,60212,5,..,179,3,..,952
"2009","Quarter 2","..Region XIII (Caraga)",648,72246,484750,550,48753,260964,73,21359,207812,4,2134,3930,21,..,12042,..,..,..,2,..,594
"2009","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",58,9948,38560,49,7226,26294,6,2676,11857,3,46,408,..,..,..,..,..,..,..,..,..
"2009","Quarter 2","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2009","Quarter 3","PHILIPPINES",26397,4201247,36999648,19543,2304573,18436712,3103,1751667,15775778,955,145007,848792,2796,..,1938365,77,..,30404,255,..,162129
"2009","Quarter 3","..National Capital Region (NCR)",3307,1194115,13392103,1634,572668,6545450,494,567122,5546108,179,54325,275146,1000,..,1025396,66,..,2423,59,..,45171
"2009","Quarter 3","..Cordillera Administrative Region (CAR)",207,77312,608720,149,33119,258044,32,41670,315820,18,2523,20319,8,..,14536,..,..,..,..,..,..
"2009","Quarter 3","..Region I (Ilocos Region)",1645,186838,1446387,1322,117447,817683,224,64810,540628,38,4581,29239,61,..,58835,..,..,..,52,..,14757
"2009","Quarter 3","..Region II (Cagayan Valley)",740,74341,540717,469,40349,244248,101,31729,275636,31,2263,10618,139,..,10214,3,..,20084,1,..,1000
"2009","Quarter 3","..Region III (Central Luzon)",3005,455193,3308031,1968,303097,2002398,350,141300,960219,129,10796,103822,558,..,241591,..,..,..,37,..,12087
"2009","Quarter 3","..Region IV-A (CALABARZON)",6481,615426,4688246,5459,437151,3303524,443,151934,1047659,285,26341,172118,294,..,164943,..,..,..,17,..,49037
"2009","Quarter 3","..MIMAROPA Region",352,55663,451247,277,27316,165238,61,26490,273271,9,1857,9171,5,..,3567,1,..,..,12,..,3987
"2009","Quarter 3","..Region V (Bicol Region)",553,101576,615414,395,61647,311595,95,39795,241220,5,134,2240,58,..,60357,..,..,..,..,..,..
"2009","Quarter 3","..Region VI (Western Visayas)",1189,173707,1385570,873,105690,833144,200,65482,423209,18,2535,21797,98,..,107419,3,..,10,26,..,6379
"2009","Quarter 3","..Region VII (Central Visayas)",3149,497202,4409470,2631,257753,1661943,278,233371,2657394,27,6078,25981,213,..,64150,..,..,..,18,..,20786
"2009","Quarter 3","..Region VIII (Eastern Visayas)",508,66429,442537,345,37359,254736,92,27599,144278,10,1471,8568,61,..,34953,..,..,..,11,..,2107
"2009","Quarter 3","..Region IX (Zamboanga Peninsula)",514,49058,272152,356,26720,146999,110,21177,111355,15,1161,5038,33,..,8758,..,..,..,..,..,..
"2009","Quarter 3","..Region X (Northern Mindanao)",1332,150372,889339,1108,88881,496513,123,55585,326331,36,5906,26499,65,..,39994,..,..,..,3,..,1593
"2009","Quarter 3","..Region XI (Davao Region)",2377,334831,3422896,1826,134127,1054705,303,182054,2190246,125,18650,109282,123,..,68661,..,..,..,17,..,1774
"2009","Quarter 3","..Region XII (SOCCSKSARGEN)",412,115946,812026,239,24742,162635,112,86405,603978,17,4799,23614,44,..,21798,4,..,7886,1,..,449
"2009","Quarter 3","..Region XIII (Caraga)",578,49807,300947,450,33650,166531,82,14570,116334,13,1587,5332,33,..,12747,..,..,..,1,..,3000
"2009","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",48,3431,13838,42,2857,11316,3,574,2084,..,..,..,3,..,437,..,..,..,..,..,..
"2009","Quarter 3","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2009","Quarter 4","PHILIPPINES",30325,4286403,41156008,24027,2736980,24157565,2813,1386563,13716034,1184,162860,1112412,2301,..,2169995,53,..,46882,248,..,242450
"2009","Quarter 4","..National Capital Region (NCR)",4005,1447516,18759206,2392,953304,11713927,415,446401,5520725,203,47811,334480,995,..,1190073,48,..,46765,51,..,42143
"2009","Quarter 4","..Cordillera Administrative Region (CAR)",209,51591,471824,157,26283,237346,27,20411,194315,16,4897,24867,9,..,15294,..,..,..,..,..,..
"2009","Quarter 4","..Region I (Ilocos Region)",1402,171333,1170027,1149,108703,765103,170,59788,347354,31,2842,16016,52,..,41553,..,..,..,41,..,14576
"2009","Quarter 4","..Region II (Cagayan Valley)",541,59461,453125,357,30464,214354,64,23340,164657,60,5657,64536,60,..,9577,..,..,..,1,..,534
"2009","Quarter 4","..Region III (Central Luzon)",3672,406439,3022674,3057,291892,1893294,298,105404,785430,100,9143,54754,217,..,289194,..,..,..,31,..,42578
"2009","Quarter 4","..Region IV-A (CALABARZON)",8734,770255,5888317,7666,532681,3901355,401,199604,1569758,402,37970,293634,265,..,123570,..,..,..,47,..,20203
"2009","Quarter 4","..MIMAROPA Region",391,55575,394448,284,31816,203580,80,21958,163007,15,1801,14284,12,..,13575,..,..,..,2,..,1296
"2009","Quarter 4","..Region V (Bicol Region)",469,73845,494063,346,43916,264153,71,28033,168220,13,1896,12282,39,..,49407,..,..,..,..,..,..
"2009","Quarter 4","..Region VI (Western Visayas)",1118,198866,2426377,825,97263,772382,153,97972,1486372,22,3631,22135,118,..,145488,2,..,2,30,..,7714
"2009","Quarter 4","..Region VII (Central Visayas)",3746,475042,3849981,3184,315125,2157692,385,144486,1526315,33,15431,91112,144,..,74862,..,..,..,15,..,101837
"2009","Quarter 4","..Region VIII (Eastern Visayas)",617,69897,576389,442,45215,323560,95,22418,203910,20,2264,18822,60,..,30096,..,..,..,9,..,3138
"2009","Quarter 4","..Region IX (Zamboanga Peninsula)",444,37820,351641,305,20996,124530,46,14664,196794,59,2160,15821,34,..,14495,..,..,..,1,..,680
"2009","Quarter 4","..Region X (Northern Mindanao)",1245,90004,609833,1027,62299,405618,100,25685,178767,58,2020,4030,60,..,21417,..,..,..,3,..,67
"2009","Quarter 4","..Region XI (Davao Region)",2654,255902,1878864,2084,121959,883302,313,116228,833952,126,17715,102102,131,..,59505,..,..,..,15,..,7075
"2009","Quarter 4","..Region XII (SOCCSKSARGEN)",463,69662,503126,243,23283,145977,132,41882,245537,14,4497,36361,74,..,75249,3,..,115,1,..,408
"2009","Quarter 4","..Region XIII (Caraga)",556,49699,280455,461,29966,144715,56,16642,113019,9,3091,6987,30,..,15734,..,..,..,1,..,195
"2009","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",59,3496,25648,48,1815,6670,7,1647,17895,3,34,182,1,..,900,..,..,..,..,..,..
"2009","Quarter 4","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2008","Annual","PHILIPPINES",106076,17365358,143762740,79064,9844829,74892765,11850,6851270,55930704,4193,669259,4339222,10969,..,8600048,356,..,71003,871,..,350328
"2008","Annual","..National Capital Region (NCR)",14925,5662948,63368999,7825,3203960,30526004,2340,2201263,25965320,913,257725,1710389,3847,..,5167284,296,..,63048,228,..,38404
"2008","Annual","..Cordillera Administrative Region (CAR)",981,231364,1698480,725,138836,1063930,209,83479,557824,21,9049,54590,26,..,22135,..,..,..,1,..,145
"2008","Annual","..Region I (Ilocos Region)",6500,699201,4937429,5207,510749,3410263,681,169645,1263540,199,18807,107604,413,..,156020,2,..,1020,192,..,45759
"2008","Annual","..Region II (Cagayan Valley)",2052,301771,2121381,1576,161926,1047883,249,136138,1019462,52,3707,25456,175,..,28579,..,..,..,2,..,4668
"2008","Annual","..Region III (Central Luzon)",12834,1899793,13363911,9541,997657,6643672,1735,826997,5975574,827,75139,410645,731,..,334018,7,..,2198,104,..,60156
"2008","Annual","..Region IV-A (CALABARZON)",28046,2514999,19846266,24976,1867831,13576151,1271,557214,4325023,834,89954,798943,965,..,1146147,5,..,571,78,..,92684
"2008","Annual","..MIMAROPA Region",1617,229347,1765943,1036,117832,763477,425,106419,801779,36,5096,57789,120,..,142897,1,..,383,30,..,8212
"2008","Annual","..Region V (Bicol Region)",1934,308300,1857950,1423,210494,1102277,246,93969,592539,32,3837,27088,233,..,136046,..,..,..,2,..,2234
"2008","Annual","..Region VI (Western Visayas)",4470,750613,5449538,3146,415333,3030750,622,299071,1669856,107,36209,262554,595,..,486376,19,..,946,93,..,53872
"2008","Annual","..Region VII (Central Visayas)",11293,2090700,12516539,9121,985262,5939490,1210,1075828,6107090,153,29610,181075,809,..,288883,1,..,11,54,..,20433
"2008","Annual","..Region VIII (Eastern Visayas)",2045,323324,2068191,1374,143926,939552,386,168337,1002173,86,11061,62888,199,..,63577,1,..,158,24,..,4358
"2008","Annual","..Region IX (Zamboanga Peninsula)",2031,179095,879581,1487,92548,475203,253,83271,356749,56,3276,14657,235,..,32970,1,..,5,3,..,2239
"2008","Annual","..Region X (Northern Mindanao)",5085,661588,4283425,3211,355854,2444102,384,294482,1695378,101,11252,53232,1389,..,90711,3,..,362,5,..,1667
"2008","Annual","..Region XI (Davao Region)",8133,955020,6180786,5705,412164,2640439,1072,445532,2781301,617,97324,474833,739,..,284211,5,..,560,33,..,7772
"2008","Annual","..Region XII (SOCCSKSARGEN)",1799,297808,2098819,1021,96428,620417,486,191235,1222519,83,10145,57350,209,..,198532,12,..,1716,6,..,3965
"2008","Annual","..Region XIII (Caraga)",2252,246646,1275449,1635,129872,652899,271,109888,562037,65,6886,39312,281,..,21201,3,..,20,16,..,3753
