"Construction Statistics from Approved Building Permits"

"Year","Period","Geolocation","Total Number","Total Floor area","Total Value","Residential Number","Residential Floor area","Residential Value","Non-residential Number","Non-residential Floor area","Non-residential Value","Additions Number","Additions Floor area","Additions Value","Alterations/Repairs/Renovations Number","Alterations/Repairs/Renovations Floor area","Alterations/Repairs/Renovations Value","Demolitions Number","Demolitions Floor area","Demolitions Value","Street furnitures... Number","Street furnitures... Floor area","Street furnitures... Value"
"2017","Annual","PHILIPPINES",152012,31884027,333214520,110942,16301228,164153250,21349,15035707,143315470,5086,547092,4301000,14635,..,21444800,399,..,93549,1346,..,1855228
"2017","Annual","..National Capital Region (NCR)",12612,6636192,101147791,6477,3858427,53003187,1415,2678456,35241138,381,99309,859346,4339,..,12044119,284,..,5906,136,..,582239
"2017","Annual","..Cordillera Administrative Region (CAR)",1303,383183,4692144,952,246940,2697933,219,121080,1571763,40,15163,193085,92,..,229363,0,..,0,5,..,8766
"2017","Annual","..Region I (Ilocos Region)",10610,1402633,12913225,7614,808002,7177823,1461,559370,4832591,467,35261,289560,1068,..,613252,15,..,732,152,..,80525
"2017","Annual","..Region II (Cagayan Valley)",4581,707831,6459199,3550,298692,2665248,774,406085,3510620,27,3054,23195,230,..,260136,4,..,599,24,..,26707
"2017","Annual","..Region III (Central Luzon)",16340,4369511,33433864,11386,1792612,15758408,3086,2483910,15839736,437,92989,563558,1431,..,1272162,22,..,1164,123,..,101878
"2017","Annual","..Region IV-A (CALABARZON)",37612,6591949,61631254,29260,3967770,34693849,3152,2486187,24034598,2882,137992,1129117,2318,..,1773690,11,..,9472,149,..,230907
"2017","Annual","..MIMAROPA Region",2432,434325,4453365,1569,172470,1452869,721,256579,2804719,25,5276,28561,117,..,167215,0,..,0,16,..,57225
"2017","Annual","..Region V (Bicol Region)",3179,528550,5442205,2168,235282,2216992,675,286003,2985533,68,7265,57884,268,..,181796,14,..,2029,11,..,3089
"2017","Annual","..Region VI (Western Visayas)",11545,2116442,21174959,8935,1084038,10698583,1648,1021193,9638781,191,11211,107675,771,..,729920,6,..,24,161,..,140552
"2017","Annual","..Region VII (Central Visayas)",15517,3078065,31738186,12230,1515045,14620378,2317,1525321,14731185,110,37699,337876,860,..,2048747,28,..,1938,290,..,400840
"2017","Annual","..Region VIII (Eastern Visayas)",4268,1001496,8947746,2692,387711,3249893,796,598791,5233587,56,14994,103737,724,..,360528,11,..,64373,28,..,34294
"2017","Annual","..Region IX (Zamboanga Peninsula)",4025,421167,2910002,3161,223566,1490005,424,186028,1199767,21,11573,66389,419,..,153842,1,..,1056,7,..,15535
"2017","Annual","..Region X (Northern Mindanao)",8791,1091881,8580818,7187,539264,4085599,1072,539328,4137065,137,13289,100924,395,..,257230,0,..,0,100,..,14149
"2017","Annual","..Region XI (Davao Region)",10304,1833561,19498862,7981,755716,7294821,1560,1048438,10995835,141,29407,264379,622,..,943828,0,..,0,66,..,79884
"2017","Annual","..Region XII (SOCCSKSARGEN)",3809,831315,6514975,1817,190275,1451392,1394,613816,4656237,65,27224,148950,533,..,258396,0,..,0,65,..,72186
"2017","Annual","..Region XIII (Caraga)",4847,427886,3490137,3759,216430,1557863,603,206070,1754983,38,5386,26765,447,..,150526,3,..,6256,13,..,6454
"2017","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",237,28040,185786,204,8988,38405,32,19052,147331,0,0,0,1,..,50,0,..,0,0,..,0
"2017","Annual","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2017","Quarter 1","PHILIPPINES",37605,8319099,82440543,27435,4179963,40049824,5386,3979751,36110324,1444,159385,1095326,3340,..,5185070,106,..,1269,411,..,499073
"2017","Quarter 1","..National Capital Region (NCR)",3295,1876850,26470807,1696,1156919,14289994,365,684902,8439176,113,35029,265237,1121,..,3476401,87,..,615,48,..,26792
"2017","Quarter 1","..Cordillera Administrative Region (CAR)",335,87792,1056151,245,53372,583037,59,32211,415856,9,2209,17895,22,..,39363,0,..,0,0,..,0
"2017","Quarter 1","..Region I (Ilocos Region)",2902,334971,3090095,1953,205021,1870761,408,115409,930525,234,14541,100306,307,..,188503,7,..,456,48,..,11095
"2017","Quarter 1","..Region II (Cagayan Valley)",1108,159383,1299953,861,68382,571159,210,90609,690482,6,392,3943,31,..,34369,0,..,0,7,..,12571
"2017","Quarter 1","..Region III (Central Luzon)",4766,1551817,10115782,3406,589165,4815806,836,928986,4742901,130,33666,184569,394,..,372506,1,..,15,42,..,31826
"2017","Quarter 1","..Region IV-A (CALABARZON)",8953,1693642,17324742,6937,952263,8424401,825,706936,8238350,693,34443,263825,498,..,398166,4,..,155,60,..,59569
"2017","Quarter 1","..MIMAROPA Region",555,107059,860519,366,44708,354995,158,59204,469998,7,3147,12779,24,..,22748,0,..,0,2,..,3050
"2017","Quarter 1","..Region V (Bicol Region)",596,107508,1180498,367,42907,391518,138,63212,750381,16,1389,10134,75,..,28466,1,..,5,4,..,2185
"2017","Quarter 1","..Region VI (Western Visayas)",2266,456928,3959299,1666,162853,1503977,417,292060,2281287,36,2015,25191,147,..,148843,6,..,24,31,..,5331
"2017","Quarter 1","..Region VII (Central Visayas)",3830,606625,5363981,3112,293169,2609662,536,300914,2600159,28,12542,65489,154,..,88671,0,..,0,75,..,311218
"2017","Quarter 1","..Region VIII (Eastern Visayas)",1216,305928,3036367,788,128647,1006865,218,171795,1840021,25,5486,55354,185,..,134126,0,..,0,8,..,6698
"2017","Quarter 1","..Region IX (Zamboanga Peninsula)",1255,118839,728250,1126,78523,466784,96,38943,234665,10,1373,4580,23,..,22222,0,..,0,2,..,1551
"2017","Quarter 1","..Region X (Northern Mindanao)",2095,259898,1910899,1731,143967,958780,235,109070,888327,83,6861,54653,46,..,9139,0,..,0,56,..,1005
"2017","Quarter 1","..Region XI (Davao Region)",2548,369634,3863873,2073,165721,1538131,328,201931,2165867,24,1982,14730,123,..,145145,0,..,0,13,..,11346
"2017","Quarter 1","..Region XII (SOCCSKSARGEN)",1007,184047,1488423,461,47175,345061,403,133058,1073049,23,3814,13683,120,..,56630,0,..,0,13,..,13918
"2017","Quarter 1","..Region XIII (Caraga)",817,89842,655819,592,43826,296408,148,45520,336684,7,496,2956,70,..,19771,0,..,0,2,..,919
"2017","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",61,8336,35084,55,3345,22487,6,4991,12597,0,0,0,0,..,0,0,..,0,0,..,0
"2017","Quarter 1","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2017","Quarter 2","PHILIPPINES",38188,7429745,79404826,28391,3676685,36976168,5133,3633176,35259957,1238,119884,949450,3426,..,6219251,99,..,4108,343,..,626864
"2017","Quarter 2","..National Capital Region (NCR)",2990,1427141,23054415,1545,782672,11564231,364,617184,8128308,107,27285,237921,974,..,3123955,81,..,3272,38,..,420984
"2017","Quarter 2","..Cordillera Administrative Region (CAR)",316,92835,1224308,234,54059,566865,46,37785,534292,9,991,13783,27,..,109368,0,..,0,1,..,3000
"2017","Quarter 2","..Region I (Ilocos Region)",2675,405770,3666978,2000,207718,1811445,321,192099,1648377,74,5953,50017,280,..,157139,3,..,111,34,..,30152
"2017","Quarter 2","..Region II (Cagayan Valley)",1084,167979,1566665,849,74717,649736,187,91688,855021,9,1574,10336,39,..,51572,0,..,0,9,..,6476
"2017","Quarter 2","..Region III (Central Luzon)",3756,856907,7016725,2577,342393,3295113,689,498634,3318269,124,15880,116033,366,..,287309,8,..,538,36,..,24385
"2017","Quarter 2","..Region IV-A (CALABARZON)",9800,1576788,14466381,7754,931268,8176133,756,615652,5568380,706,29868,235598,584,..,486270,2,..,70,34,..,34370
"2017","Quarter 2","..MIMAROPA Region",734,142104,1917052,489,53062,451255,194,88784,1397584,4,258,2646,47,..,65568,0,..,0,4,..,1988
"2017","Quarter 2","..Region V (Bicol Region)",902,153535,1480426,622,73001,722367,175,78929,668060,22,1605,15899,83,..,74100,5,..,116,4,..,17
"2017","Quarter 2","..Region VI (Western Visayas)",2740,423010,3730507,2186,254704,2084588,365,165116,1526511,48,3190,33909,141,..,85499,0,..,0,28,..,9212
"2017","Quarter 2","..Region VII (Central Visayas)",3695,749776,8756019,2901,296697,2744665,578,449571,4727423,19,3508,26993,197,..,1256937,0,..,0,74,..,27809
"2017","Quarter 2","..Region VIII (Eastern Visayas)",1280,250533,2211226,905,114453,926380,179,129421,1183182,12,6659,27819,184,..,73845,0,..,0,8,..,3408
"2017","Quarter 2","..Region IX (Zamboanga Peninsula)",952,91663,586919,810,51525,327698,123,39504,247229,4,634,4785,15,..,7207,0,..,0,1,..,248
"2017","Quarter 2","..Region X (Northern Mindanao)",2296,298461,2247153,1853,154004,1259022,278,139902,858119,37,4555,35656,128,..,94355,0,..,0,26,..,7246
"2017","Quarter 2","..Region XI (Davao Region)",2460,460392,4851745,1862,173101,1561107,382,275383,2937951,38,11908,104923,178,..,247764,0,..,0,19,..,21453
"2017","Quarter 2","..Region XII (SOCCSKSARGEN)",885,206167,1604809,435,42413,332086,331,160865,1198715,12,2889,21103,107,..,52906,0,..,0,23,..,34413
"2017","Quarter 2","..Region XIII (Caraga)",1531,116273,953341,1288,67811,493892,155,45335,402016,13,3127,12030,75,..,45404,0,..,0,4,..,1704
"2017","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",92,10411,70156,81,3087,9585,10,7324,60521,0,0,0,1,..,50,0,..,0,0,..,0
"2017","Quarter 2","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2017","Quarter 3","PHILIPPINES",40216,7990148,82753936,29462,4312343,41725334,5670,3564451,35398463,1206,113354,1041326,3878,..,4588813,80,..,8730,329,..,393958
"2017","Quarter 3","..National Capital Region (NCR)",3328,1713579,25050299,1767,958014,11679967,368,733524,10818099,80,22041,222981,1113,..,2329252,72,..,1946,30,..,93498
"2017","Quarter 3","..Cordillera Administrative Region (CAR)",309,61655,701636,231,39544,418531,52,18771,229886,6,3340,41844,20,..,11374,0,..,0,1,..,1282
"2017","Quarter 3","..Region I (Ilocos Region)",2463,305971,2808892,1778,189079,1659867,365,108753,929308,80,8139,98576,240,..,121141,1,..,20,40,..,16334
"2017","Quarter 3","..Region II (Cagayan Valley)",1277,188055,1698321,985,85270,786111,206,102004,811465,7,781,6194,79,..,94550,2,..,353,7,..,6653
"2017","Quarter 3","..Region III (Central Luzon)",4068,1008400,8182368,2827,431337,3641860,796,562720,4140192,85,14343,80133,360,..,320184,1,..,20,28,..,27664
"2017","Quarter 3","..Region IV-A (CALABARZON)",10365,1661095,14898040,8111,1131145,9566558,806,494795,4595251,768,35155,295271,680,..,440960,3,..,6389,22,..,45588
"2017","Quarter 3","..MIMAROPA Region",557,94470,835315,320,38186,341990,203,55249,441420,6,1035,8440,28,..,43464,0,..,0,5,..,8696
"2017","Quarter 3","..Region V (Bicol Region)",760,134728,1379716,494,58060,528497,199,74332,791216,14,2336,17186,53,..,42818,1,..,2,1,..,20
"2017","Quarter 3","..Region VI (Western Visayas)",3593,569463,6286805,2851,352036,4090097,441,214488,1866335,43,2939,23570,258,..,306802,0,..,0,54,..,92096
"2017","Quarter 3","..Region VII (Central Visayas)",4384,802600,7905508,3422,469291,4423197,667,327587,3094507,28,5722,128991,267,..,258813,0,..,0,77,..,34468
"2017","Quarter 3","..Region VIII (Eastern Visayas)",1102,194115,1761469,660,94759,877381,196,98336,768520,7,1020,5952,239,..,109615,0,..,0,8,..,20292
"2017","Quarter 3","..Region IX (Zamboanga Peninsula)",913,138460,866057,782,57643,390609,120,80789,467739,1,28,73,10,..,7636,0,..,0,2,..,1441
"2017","Quarter 3","..Region X (Northern Mindanao)",1974,271625,2472211,1568,110379,943760,301,160613,1446071,8,633,4782,97,..,77598,0,..,0,13,..,1127
"2017","Quarter 3","..Region XI (Davao Region)",2717,506131,5289171,2059,191845,1641964,435,307086,3268966,45,7200,47408,178,..,330834,0,..,0,23,..,27002
"2017","Quarter 3","..Region XII (SOCCSKSARGEN)",897,201870,1437779,399,44747,318081,333,149223,1002911,17,7900,55044,148,..,61744,0,..,0,15,..,15880
"2017","Quarter 3","..Region XIII (Caraga)",1470,133672,1156237,1175,59690,413701,176,73240,705629,11,742,4880,108,..,32027,0,..,0,3,..,1918
"2017","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",39,4259,24112,33,1318,3165,6,2941,20947,0,0,0,0,..,0,0,..,0,0,..,0
"2017","Quarter 3","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2017","Quarter 4","PHILIPPINES",36003,8145035,88615214,25654,4132237,45401923,5160,3858329,36546727,1198,154469,1214897,3991,..,5451667,114,..,79443,263,..,335332
"2017","Quarter 4","..National Capital Region (NCR)",2999,1618622,26572270,1469,960822,15468996,318,642846,7855556,81,14954,133207,1131,..,3114511,44,..,73,20,..,40966
"2017","Quarter 4","..Cordillera Administrative Region (CAR)",343,140901,1710049,242,99965,1129500,62,32313,391729,16,8623,119562,23,..,69258,0,..,0,3,..,4484
"2017","Quarter 4","..Region I (Ilocos Region)",2570,355921,3347260,1883,206184,1835750,367,143109,1324382,79,6628,40661,241,..,146468,4,..,145,30,..,22944
"2017","Quarter 4","..Region II (Cagayan Valley)",1112,192414,1894260,855,70323,658242,171,121784,1153652,5,307,2722,81,..,79644,2,..,246,1,..,1007
"2017","Quarter 4","..Region III (Central Luzon)",3750,952387,8118989,2576,429717,4005629,765,493570,3638374,98,29100,182823,311,..,292163,12,..,591,17,..,18004
"2017","Quarter 4","..Region IV-A (CALABARZON)",8494,1660424,14942091,6458,953094,8526757,765,668804,5632617,715,38526,334423,556,..,448293,2,..,2858,33,..,91380
"2017","Quarter 4","..MIMAROPA Region",586,90692,840479,394,36514,304630,166,53342,495718,8,836,4696,18,..,35435,0,..,0,5,..,43491
"2017","Quarter 4","..Region V (Bicol Region)",921,132779,1401565,685,61314,574610,163,69530,775877,16,1935,14666,57,..,36412,7,..,1906,2,..,867
"2017","Quarter 4","..Region VI (Western Visayas)",2946,667041,7198348,2232,314445,3019920,425,349529,3964648,64,3067,25004,225,..,188776,0,..,0,48,..,33913
"2017","Quarter 4","..Region VII (Central Visayas)",3608,919064,9712678,2795,455888,4842854,536,447249,4309095,35,15927,116403,242,..,444326,28,..,1938,64,..,27344
"2017","Quarter 4","..Region VIII (Eastern Visayas)",670,250920,1938685,339,49852,439267,203,199239,1441864,12,1829,14612,116,..,42942,11,..,64373,4,..,3897
"2017","Quarter 4","..Region IX (Zamboanga Peninsula)",905,72205,728776,443,35875,304914,85,26792,250134,6,9538,56950,371,..,116777,1,..,1056,2,..,12295
"2017","Quarter 4","..Region X (Northern Mindanao)",2426,261897,1950555,2035,130914,924038,258,129743,944548,9,1240,5832,124,..,76137,0,..,0,5,..,4771
"2017","Quarter 4","..Region XI (Davao Region)",2579,497404,5494073,1987,225049,2553619,415,264038,2623051,34,8317,97318,143,..,220084,0,..,0,11,..,20082
"2017","Quarter 4","..Region XII (SOCCSKSARGEN)",1020,239231,1983963,522,55940,456164,327,170670,1381563,13,12621,59120,158,..,87116,0,..,0,14,..,7974
"2017","Quarter 4","..Region XIII (Caraga)",1029,88099,724740,704,45103,353862,124,41975,310654,7,1021,6899,194,..,53324,3,..,6256,4,..,1913
"2017","Quarter 4","..Autonomous Region in Muslim Mindanao (ARMM)",45,5034,56434,35,1238,3169,10,3796,53266,0,0,0,0,..,0,0,..,0,0,..,0
"2017","Quarter 4","..Negros Island Region",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"2016","Annual","PHILIPPINES",147998,32526542,378895886,113097,17592013,187599731,17845,14421105,162517347,4504,513424,4759614,12552,..,24019195,501,..,31316,1493,..,1530189
"2016","Annual","..National Capital Region (NCR)",13166,9301977,157425035,6587,4697051,72873581,1596,4506360,67351857,388,98566,950846,4595,..,16248751,364,..,7822,168,..,155265
"2016","Annual","..Cordillera Administrative Region (CAR)",1202,300066,3349088,938,198224,1995881,157,97242,1224757,15,4600,25300,92,..,103149,0,..,0,3,..,1191
"2016","Annual","..Region I (Ilocos Region)",8825,1215889,10538793,6498,727023,6009203,1010,467010,3956725,270,21856,140729,1047,..,432136,2,..,87,170,..,154500
"2016","Annual","..Region II (Cagayan Valley)",3246,537145,5077921,2265,246217,2243845,536,279051,2636211,234,11877,55338,211,..,142528,63,..,1539,40,..,20658
"2016","Annual","..Region III (Central Luzon)",14481,3126457,28092697,10685,1431375,12429007,2216,1626495,14232866,362,68587,451640,1218,..,979183,25,..,4309,215,..,252004
"2016","Annual","..Region IV-A (CALABARZON)",34713,6143207,62280840,27829,3799652,33784371,2997,2210736,24011417,2050,132819,1980744,1837,..,2504309,17,..,2208,307,..,256272
"2016","Annual","..MIMAROPA Region",2634,619434,7144457,2007,211313,1867669,569,405975,5219667,17,2146,21135,41,..,35985,0,..,0,14,..,12568
"2016","Annual","..Region V (Bicol Region)",3513,529102,4720227,2690,253369,2009995,582,269105,2485796,78,6628,62154,163,..,162283,3,..,0,15,..,75635
"2016","Annual","..Region VI (Western Visayas)",6317,1534559,15301572,4848,756731,7289574,1139,765873,7680594,132,11955,77588,198,..,253817,0,..,0,52,..,89751
"2016","Annual","..Region VII (Central Visayas)",14801,2865631,29020263,12571,1908365,18140896,1501,926297,9592808,118,30969,208320,611,..,1078238,1,..,50,168,..,122717
"2016","Annual","..Region VIII (Eastern Visayas)",4879,1096295,9046708,3671,580843,4588448,802,486234,3956825,73,29218,193072,333,..,308362,0,..,0,74,..,76060
"2016","Annual","..Region IX (Zamboanga Peninsula)",4032,423375,2918449,3456,255927,1684089,393,165783,1087852,41,1665,7928,142,..,138580,1,..,102,4,..,2450
"2016","Annual","..Region X (Northern Mindanao)",9378,997312,8505073,8014,531656,4144611,846,436494,4001055,412,29162,264813,106,..,94594,0,..,0,42,..,9485
"2016","Annual","..Region XI (Davao Region)",10091,1693846,16484654,7906,911575,9332266,1338,759118,6247254,110,23153,123564,737,..,781570,1,..,85,51,..,146848
"2016","Annual","..Region XII (SOCCSKSARGEN)",3013,700841,5519525,1556,151461,1089067,1101,519378,4086856,57,30002,129616,299,..,213987,9,..,3334,58,..,55450
"2016","Annual","..Region XIII (Caraga)",3861,396456,2787461,3002,184449,1105897,497,206480,1570553,75,5527,12378,287,..,98632,2,..,18,16,..,32078
"2016","Annual","..Autonomous Region in Muslim Mindanao (ARMM)",160,36187,296750,127,24339,191013,21,10898,84889,3,950,15447,9,..,5401,0,..,0,10,..,4515
"2016","Annual","..Negros Island Region",9686,1008763,10386374,8447,722443,6820319,544,282576,3089366,69,3744,39000,626,..,437689,0,..,0,86,..,62742
"2016","Quarter 1","PHILIPPINES",34334,6730142,77083209,26254,3594725,37591493,4068,3033940,34114018,999,101477,1037824,3013,..,4339873,133,..,3647,439,..,333683
"2016","Quarter 1","..National Capital Region (NCR)",3020,2027305,32536207,1503,901988,14184726,394,1102555,15294847,73,22762,188000,1050,..,2868634,127,..,3457,54,..,52941
"2016","Quarter 1","..Cordillera Administrative Region (CAR)",290,64727,666229,228,48577,491016,37,14034,146727,5,2116,8610,20,..,19876,0,..,0,1,..,300
"2016","Quarter 1","..Region I (Ilocos Region)",2123,255836,2194859,1570,176174,1434149,233,77281,660949,56,2381,16059,264,..,83701,0,..,0,58,..,37372
"2016","Quarter 1","..Region II (Cagayan Valley)",822,160911,1193907,559,55194,489025,138,103760,680298,61,1957,6139,64,..,18444,1,..,5,11,..,5857
"2016","Quarter 1","..Region III (Central Luzon)",3502,711929,5912480,2730,369259,3201734,478,335254,2482796,77,7416,66722,217,..,161228,0,..,0,62,..,47743
"2016","Quarter 1","..Region IV-A (CALABARZON)",7428,1223785,13509161,5771,802137,7150239,688,393415,5435997,519,28233,478812,450,..,444113,3,..,50,108,..,65953
"2016","Quarter 1","..MIMAROPA Region",681,85037,856056,538,50962,442986,131,33248,390607,5,827,12080,7,..,10383,0,..,0,8,..,7979
"2016","Quarter 1","..Region V (Bicol Region)",837,152547,1206033,622,63988,505482,171,85283,640883,13,3276,41713,31,..,17954,0,..,0,6,..,6211
"2016","Quarter 1","..Region VI (Western Visayas)",1346,298914,3606264,1065,113399,1029159,231,184696,2525159,16,819,6779,34,..,45167,0,..,0,12,..,25961
"2016","Quarter 1","..Region VII (Central Visayas)",4344,452915,3922171,3774,295123,2466239,321,153998,1259596,32,3794,39131,217,..,157206,1,..,50,30,..,19045
"2016","Quarter 1","..Region VIII (Eastern Visayas)",737,177719,1418000,424,65338,465603,205,91504,730218,21,20877,132218,87,..,89960,0,..,0,27,..,30326
"2016","Quarter 1","..Region IX (Zamboanga Peninsula)",1140,112370,903993,1020,87093,644240,80,24956,229747,13,321,2249,27,..,27757,0,..,0,3,..,1996
"2016","Quarter 1","..Region X (Northern Mindanao)",2094,230855,2037314,1808,143617,1280807,227,86500,740026,35,738,3290,24,..,13191,0,..,0,5,..,627
"2016","Quarter 1","..Region XI (Davao Region)",2192,330490,3783079,1764,207860,2312765,254,120592,1314435,19,2038,10064,155,..,145816,1,..,85,5,..,4409
"2016","Quarter 1","..Region XII (SOCCSKSARGEN)",689,178226,1333554,357,38491,288189,260,137919,989248,9,1816,6489,63,..,49628,0,..,0,25,..,14268
"2016","Quarter 1","..Region XIII (Caraga)",1126,91667,626399,903,50217,297461,133,40876,303442,24,574,1570,66,..,23926,0,..,0,3,..,1645
"2016","Quarter 1","..Autonomous Region in Muslim Mindanao (ARMM)",33,5107,53401,30,4800,51446,2,307,1466,0,0,0,1,..,489,0,..,0,2,..,1101
"2016","Quarter 1","..Negros Island Region",1930,169802,1324103,1588,120508,856227,85,47762,287576,21,1532,17899,236,..,162400,0,..,0,19,..,9947
"2016","Quarter 2","PHILIPPINES",41878,9781044,120064576,32166,4986765,52027994,4805,4599363,60322792,1494,194916,1579862,3413,..,6133929,159,..,7311,502,..,453008
"2016","Quarter 2","..National Capital Region (NCR)",3607,3302453,57241845,1896,1608579,22319587,431,1659501,30548526,133,34373,370112,1147,..,4003620,105,..,2692,58,..,50712
"2016","Quarter 2","..Cordillera Administrative Region (CAR)",350,80672,823306,265,56438,582505,45,23234,186103,5,1000,12102,35,..,42596,0,..,0,0,..,0
"2016","Quarter 2","..Region I (Ilocos Region)",2700,353876,3107782,1984,213773,1767959,238,127355,1167978,86,12748,75755,392,..,96090,1,..,37,57,..,17112
"2016","Quarter 2","..Region II (Cagayan Valley)",872,120498,965874,604,63379,521334,135,51726,378807,80,5393,24908,53,..,40825,26,..,551,10,..,4691
"2016","Quarter 2","..Region III (Central Luzon)",3858,890132,8068562,2773,357352,3230173,627,496749,4360140,103,36031,225529,355,..,252720,10,..,2943,93,..,116733
"2016","Quarter 2","..Region IV-A (CALABARZON)",10265,1857397,19976861,8180,1055865,9202867,838,755211,9473170,690,46321,464312,557,..,836512,4,..,362,88,..,79096
"2016","Quarter 2","..MIMAROPA Region",765,107084,949555,577,65184,596312,173,41521,341724,2,379,2414,13,..,9106,0,..,0,1,..,706
"2016","Quarter 2","..Region V (Bicol Region)",1045,138384,1190426,808,70894,529320,174,66406,640781,43,1084,4318,20,..,16007,0,..,0,6,..,8258
"2016","Quarter 2","..Region VI (Western Visayas)",2011,538676,5634406,1630,278590,3143804,297,257855,2414925,35,2231,22051,49,..,53627,0,..,0,20,..,22447
"2016","Quarter 2","..Region VII (Central Visayas)",4181,816950,8434398,3571,508335,4706609,410,302066,3365560,49,6549,47327,151,..,314902,0,..,0,61,..,62163
"2016","Quarter 2","..Region VIII (Eastern Visayas)",1002,259607,2083199,706,93542,774197,194,162423,1203545,18,3642,24307,84,..,81151,0,..,0,22,..,19646
"2016","Quarter 2","..Region IX (Zamboanga Peninsula)",902,99674,555401,785,57237,315579,94,41593,219744,12,844,3226,11,..,16853,1,..,102,0,..,0
"2016","Quarter 2","..Region X (Northern Mindanao)",2612,288853,2734488,2219,126610,880000,232,148663,1665662,132,13580,165940,29,..,22885,0,..,0,13,..,8495
"2016","Quarter 2","..Region XI (Davao Region)",2819,413272,3775207,2229,177969,1800335,347,227645,1708136,27,7658,41075,216,..,225661,0,..,0,15,..,12078
"2016","Quarter 2","..Region XII (SOCCSKSARGEN)",827,184852,1402346,415,42318,270889,309,122465,1001441,10,20069,75141,93,..,54875,2,..,388,24,..,33473
"2016","Quarter 2","..Region XIII (Caraga)",931,75696,513719,716,39964,250329,117,34636,239047,38,1096,2574,60,..,21770,2,..,18,2,..,4735
"2016","Quarter 2","..Autonomous Region in Muslim Mindanao (ARMM)",24,5634,44479,17,2339,24236,6,3243,19674,1,52,570,0,..,0,0,..,0,4,..,1308
"2016","Quarter 2","..Negros Island Region",3107,247334,2562719,2791,168397,1111961,138,77071,1387828,30,1866,18200,148,..,44730,0,..,0,28,..,11354
"2016","Quarter 3","PHILIPPINES",38040,8258124,84277326,28756,4614399,43311236,4854,3549172,34776799,1102,94553,1146945,3328,..,5042347,125,..,3607,259,..,418701
"2016","Quarter 3","..National Capital Region (NCR)",3500,1736355,23846413,1682,873708,12145377,399,835895,8807681,114,26752,268022,1305,..,2625334,78,..,571,36,..,31973
"2016","Quarter 3","..Cordillera Administrative Region (CAR)",274,61065,626297,215,45635,446741,41,15393,165322,1,37,500,17,..,13734,0,..,0,0,..,0
"2016","Quarter 3","..Region I (Ilocos Region)",1977,331043,2874612,1438,169842,1381962,254,159145,1307321,55,2056,13475,230,..,171854,0,..,0,24,..,6115
"2016","Quarter 3","..Region II (Cagayan Valley)",916,129658,1036257,627,69186,588151,153,58066,405969,70,2406,10602,66,..,31536,32,..,915,9,..,3192
"2016","Quarter 3","..Region III (Central Luzon)",3791,764263,7810349,2755,369247,3073106,591,382900,4398892,88,12116,56996,357,..,281355,10,..,591,27,..,69894
"2016","Quarter 3","..Region IV-A (CALABARZON)",9181,1586848,14345430,7429,1017497,8169694,829,548650,4694780,451,20701,595685,472,..,885271,5,..,1529,66,..,77450
"2016","Quarter 3","..MIMAROPA Region",563,325470,4417442,428,46339,401846,119,279081,4003946,3,50,1023,13,..,10627,0,..,0,2,..,1565
"2016","Quarter 3","..Region V (Bicol Region)",969,142788,1570889,743,69423,590799,148,71812,860757,14,1553,11345,64,..,107989,0,..,0,2,..,45731
"2016","Quarter 3","..Region VI (Western Visayas)",1711,424207,3590013,1293,222560,1699822,326,195100,1779463,35,6547,33463,57,..,77265,0,..,0,10,..,7007
"2016","Quarter 3","..Region VII (Central Visayas)",2934,931013,9035558,2384,718577,6672215,388,210386,2025150,21,2050,48086,141,..,290107,0,..,0,25,..,16913
"2016","Quarter 3","..Region VIII (Eastern Visayas)",1601,316283,2511174,1293,202207,1471120,222,112243,954123,18,1833,12426,68,..,73505,0,..,0,6,..,13962
"2016","Quarter 3","..Region IX (Zamboanga Peninsula)",1020,105717,714350,855,56753,374015,128,48572,318623,11,392,1842,26,..,19869,0,..,0,0,..,0
"2016","Quarter 3","..Region X (Northern Mindanao)",2621,266127,2120799,2242,148907,1148295,226,111747,916009,137,5473,30231,16,..,26264,0,..,0,0,..,0
"2016","Quarter 3","..Region XI (Davao Region)",2458,542347,5033994,1843,298523,3078617,405,238181,1716757,35,5643,28692,175,..,209927,0,..,0,19,..,115107
"2016","Quarter 3","..Region XII (SOCCSKSARGEN)",805,159148,1314453,410,35956,263492,294,116932,954585,26,6260,29649,75,..,66726,0,..,0,7,..,6802
"2016","Quarter 3","..Region XIII (Caraga)",990,130423,936841,771,53848,322530,136,76230,594113,6,345,2033,77,..,18166,0,..,0,6,..,13355
"2016","Quarter 3","..Autonomous Region in Muslim Mindanao (ARMM)",36,8517,55070,20,2695,18814,8,5822,31344,0,0,0,8,..,4912,0,..,0,3,..,1856
